,ID,SharePointID,ProjectColor,ProjectName,ProjectType,CreateDate,CreatedBy,PlanStartDate,PlanFinishDate,StatusDate,ProjectDescription,DollarAmount,Status,WorkPerformedFor,RefrenceNumber,ProjectStage,CancelationReason,BuyerName,Hours,SensitivityIndicator,Division_x,SourcingCategory,ActualFinishDate,Unit,SLA,Planned,SolicitationStatus,LastUpdatedBy,LastUpdateDate,LastUpdatedField,CategoryID_x,FedReview,ITComponent,SolicitationNum,Grouping,CommodityCategory,SizeOfSpend,MultiAgency,BusinessProcessImpact,TechChange,PublicSafety,MarketRisk,Sensitivity,Leveragability,BuyerInitials,Score,LevelCalc,Division_y,CategoryID_y
50,12972,12972,Green,UIA Call Center,RFP,2022-03-18,lugibihlc,2022-03-14,2022-08-31,2022-03-21,"New contract to replace a UIA emergency contract for UIA Call Center staffing

John Arundel - SME for project",0.0,Developing SOW,186,,Active,0.0,SW2,120.0,False,PROF,Management Services,,,138,No,,McKinleyS4,2022-03-21 07:56:15,", Description",165.0,False,False,,Business Services,Management Services,1,1,1,1,1,1,5,0,DG1,16,2,PROF,165
51,3339,3339,Green,"Segal Advisors, Inc",CN,2017-07-17,keilenn,2017-07-17,2017-10-12,2017-07-17,The State of Michigan is requesting an amendment to the contract to include a statement of work (SOW) for a level three audit for DTMB ORS retirement plans and experience studies.,48800.0,Received Chapter 5 Approval on 07/17/2017.  Incorporating into Itrac request C20170613-120042. Complete.,071,C20170714-131440,Complete,0.0,JY1,0.0,False,PROF,"Consulting, Financial",2017-07-24,,63,Yes,,testM,2019-03-06 16:23:21,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
52,3745,3745,Green, (CN 071B7700123 - Segal Advisors - SOW and Funds),CN,2017-07-17,Gibrilm,2017-06-16,2017-08-20,2017-06-30,"DTMB requests to a level 3 audit and $40,800 to the contract.",,iTRAC #20170714-131440 received approval on 7/17/2017.  CA is drafting language for change notice. Completed.,071,C20170519-151810,Complete,0.0,JY1,7.0,False,PROF,"Consulting, Financial",2017-07-25,,63,,,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
53,5246,5246,Green,Financial Consulting Services,RFP,2017-09-11,,2018-04-01,2018-09-30,2018-10-05,Financial consultant for Michigan Gaming Control Board (MGCB),1000000.0,9/28/18 Received signed Contract from Contractor. Contract has been executed.,270,RQN 270 180000005885,Complete,0.0,LS3,150.0,False,PROF,"Consulting, Financial",2018-09-28,,138,Yes,Re-Bid,SpitzleyL4,2018-10-05 08:34:49,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
54,5577,5577,Yellow,Public-Private Partnership Consulting Services,RFP,2017-09-20,ToppingJ,2018-01-01,2018-08-15,2018-08-22,Public-Private Partnership Consulting Services,10000000.0, 8/17/18 Contract Executed.,591,RQN 180000000162,Complete,0.0,LS3,150.0,True,PROF,"Consulting, Financial",2018-08-17,,138,Yes,Re-Bid,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
55,5648,5648,Green,Financial & Strategic Consulting Services,CN,2017-10-18,ToppingJ,2017-09-29,2017-12-01,2017-10-25,KPMG offers financial and strategic consulting services to agencies across the State.  The State is requesting a six month contract extension for MDOT/DHHS and additional funding to extend the useful life per Policy 5.7.6,4000000.0,Received Ad Board approval on 10/24/2017.  Change Notice mutually signed and executed 10/24/17.  Complete pending posting on intranet and internet.,000,C20170922-130755,Complete,0.0,JY1,7.0,False,PROF,"Consulting, Financial",2017-10-24,,63,,N/A,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
56,5717,5717,Green,071B9200123 - KPMG add projects and funds,CN,2017-12-01,EdgettC,2017-12-01,2018-02-07,2018-01-05,Add $3.3 million and two SOWs,3300000.0,Completed 1/18/2018.,591,GR 180000000234,Complete,0.0,JY1,7.0,False,PROF,"Consulting, Financial",2018-01-18,,63,,N/A,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
57,5934,5934,Green,071B9200123 - KPMG - Financial & Strategic Consulting,CN,2018-01-31,EdgettC,2018-01-01,2018-01-18,2018-01-31,"MDOT is requesting to add 1 project and add $200,000",200000.0,Per email 1/18 - Category Analyst completed request prior to GR being submitted in SIGMA,591,GR 180000000509,Complete,0.0,JY1,0.0,False,PROF,"Consulting, Financial",2018-01-18,,63,,N/A,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
58,6188,6188,Green,071B7700012 - Maximus - SWCAP,CN,2018-04-16,EdgettC,2018-04-16,2018-06-25,2018-04-27,Change of program manager and address per letter received via email from contractor.,0.0,Complete.,000,N/A,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2018-04-27,0.0,63,,N/A,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
59,6975,6975,Green,071B7700012 - Statewide Cost Allocation Plan services to assist in analysis and preparation of annual reporting requirements,CN,2018-04-24,Gibrilm,2019-08-22,2019-10-31,2019-09-24,renewl of 071B7700012,2337500.0,"Received Contractor signature, await approval from 9/26/19 Ad Board meeting.",171,GR 190000002776,Complete,0.0,LS3,5.0,False,PROF,"Consulting, Financial",2019-09-26,0.0,50,Yes,N/A,SpitzleyL4,2019-09-27 11:37:53,", Project Stage",50.0,True,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
60,7323,7323,Green,071B9200123 - KPMG - Financial Consulting,CN,2018-05-09,EdgettC,2018-04-10,2018-06-19,2018-06-01,Add additional funding for completion of financial and strategic consulting projects,1250000.0,Management approved SIGMA 6/4/2018.  Complete.,391,GR 180000001367,Complete,0.0,JY1,7.0,False,PROF,"Consulting, Financial",2018-06-04,0.0,63,,N/A,,,,50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
61,7681,7681,Green,071B9200123 - KPMG - Financial & Strategic Consulting,CN,2018-07-26,EdgettC,2018-09-05,2018-10-31,2018-10-19,"18*1867 - Amend I-75 Segment 3 DBFM Project and add $1,206,711.00 to this project.

18*1992 - Add Utilities Tunnel Task order for $1,250,000. 

No additional funds should be needed for the Contract.",0.0,Submitting Change Notice to vendor for signature on 10/10.  Waiting for return document.  Followed up with vendor on 10/19.,591,GR 180000001867/180000001992,Complete,0.0,JY1,8.0,False,PROF,"Consulting, Financial",2018-10-24,0.0,50,No,N/A,yeatesj,2018-10-24 10:17:50,", Actual Finish Date, Project Stage, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
62,7835,7835,Green,18*0879 - KPMG - Public Private Partnership,CN,2018-09-05,EdgettC,2018-09-05,2018-11-14,2018-09-14,"Add Bridge Bundling task order for $1,940,000 to contract",0.0,Change Notice was sent to Contractor for review and signature on 9/14/2018.,591,GR 180000001992,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2018-09-17,0.0,50,No,N/A,floresc,2018-09-17 12:15:34,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
63,7979,7979,Green,180000000879 - KPMG - Public Private Partnership Consulting,CN,2018-10-05,EdgettC,2018-10-05,2018-12-18,2018-10-23,"Requesting to add $7,000.00 and Attached SOW to 180000000879 per request from Governor's Office.",7000.0,Category Analyst is emailed the Change Notice to the Contractor on 10/23/18.,071,GR 190000000042,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2018-10-23,0.0,50,No,N/A,floresc,2018-10-23 12:34:06,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
64,8109,8109,Green,071B9200123 - KPMG - Financial Consulting,CN,2018-10-29,EdgettC,2018-10-29,2019-01-11,2018-10-29,Modify/add SOW for State Lab Construction project with HOK.,0.0,Pending information from Design & Construction regarding SOW,171,TBD,Canceled,,JY1,8.0,False,PROF,"Consulting, Financial",,0.0,50,No,N/A,EdgettC,2019-02-20 08:39:31,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
65,8155,8155,Green,071B7700123 - Segal Advisors - Auditing and Consulting,CN,2018-11-19,EdgettC,2018-11-19,2019-02-05,2019-01-02,"To utilize Chapter 5 of the MPPM to add Treasury to an existing State contract, Segal 071B7700123",100000.0,Category Analyst sent the Change Notice to the Contract for review and signature on 12/21/2018. Category Analyst sent a follow up email to the Contractor on 1/2/19.,271,GR 190000000353,Complete,0.0,CK1,10.0,False,PROF,"Consulting, Financial",2019-01-07,0.0,50,No,N/A,floresc,2019-01-07 09:52:30,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
66,8177,8177,Green,071B7700012 - Maximus - Cost Allocation Plan,CN,2018-11-29,EdgettC,2018-11-29,2019-02-13,2018-12-14,Update the key personnel based on email from Contractor,0.0,Category Analyst emailed the Change Notice to the Contractor on 12/6/2018 and sent a follow up email on 12/14/2018.,000,N/A,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2018-12-19,0.0,50,No,N/A,floresc,2018-12-19 09:55:14,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
67,8194,8194,Green,071B6600046 - Westat - Third Party Evaluator for Performance Based Welfare System,CN,2018-12-10,EdgettC,2018-12-10,2019-02-25,2018-12-14,"Per email from Contractor, Contractor Representative and contact information needs to be updated",0.0,Emailed Change Notice to the Contractor on 12/14/2018.,391,N/A,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2018-12-21,0.0,50,No,N/A,floresc,2018-12-21 09:16:44,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
68,8605,8605,Green,071B7700123 - Segal Advisors - Defined Contribution Auditing & Consulting,CN,2019-03-19,EdgettC,2019-08-15,2019-10-24,2019-08-16,Requesting to exercise 2 (1) year options to make new expiration date 03/16/2022,0.0,Executed CN3.,001,GR 190000002517,Complete,0.0,LS3,7.0,False,PROF,"Consulting, Financial",2019-09-06,0.0,50,Yes,N/A,SpitzleyL4,2019-09-06 16:17:42,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
69,8648,8648,Green,071B6600046 - Westat - Third Party Evaluator for PBCWS,CN,2019-03-20,EdgettC,2020-12-29,2021-01-31,2021-01-19,The purpose of this amendment is to utilize the 2 option years and add funds to cover option years. outlined in PA 166 of 2020 sec 503-2 and for completion of an adoption rate study.,762641.0,Category Analyst sent the Change Notice to the Contractor for review and signature.,491,GR 210000000654,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2021-01-22,0.0,50,Yes,N/A,PowellC,2021-01-25 13:08:38,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
70,8736,8736,Green,180000000879 - KPMG - P3 Consulting,CN,2019-04-16,EdgettC,2019-04-16,2019-06-25,2019-04-25,"MDOT is requesting to add revised task order to reflect the new time and value to the existing KPMG contract 171 180000000879 - Change Notice 1.  This revision is in association with:

1.  Advisory Services for Bridge Bundling",225000.0,Complete,591,GR 190000001337,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2019-04-30,0.0,50,No,N/A,floresc,2019-04-30 12:30:02,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
71,8796,8796,Green,180000000879 - KPMG - P3 Consulting,CN,2019-05-08,EdgettC,2019-05-08,2019-05-31,2019-05-09,Project for Executive office to capture amount of attorney fees paid for specific projects,95000.0,Completed on 5/10/2019.,011,GR 190000001681,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2019-05-10,0.0,50,No,N/A,floresc,2019-05-10 14:18:38,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
72,9354,9354,Green,180000000879 - KPMG - Financial Advisor Services,CN,2019-09-10,EdgettC,2019-09-18,2019-11-27,2019-12-04,Attach task order that MDOT would like to process and execute for an assignment to support the I-75 Mega-Project in Oakland County.,0.0,Sent CN5 executed. No additional funds needed.,591,GR 190000002866,Complete,0.0,LS3,7.0,False,PROF,"Consulting, Financial",2019-12-06,0.0,50,No,N/A,SpitzleyL4,2019-12-06 15:53:11,", Status, Actual Finish Date, Project Stage",0.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
73,9453,9453,Green,180000001206 - Grant Thornton - MGCB - Financial Services,CN,2019-10-11,EdgettC,2019-10-11,2019-11-30,2019-10-30,Working with AG to discuss a SOW in question with additional terms that the vendor is requesting the state sign.,0.0,"Chelsea Lugibihl is working on this request but assigning Sarah as backup in case it results in a change notice.

Finalizing SOW w/AG and MGCB.",270,,Canceled,5.0,SW2,10.0,False,PROF,"Consulting, Financial",2019-10-31,0.0,50,No,N/A,WalterS6,2019-10-31 08:18:34,", Project Type, Project Stage, Actual Finish Date",0.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
74,9874,9874,Green,180000000879 - KPMG - Update Schedule B Pricing Sheet,CN,2019-12-16,riggs,2019-12-16,2020-03-02,2020-01-07,"Update Schedule B, Pricing.for MA 1800000000879; no additional funds required at this time as rate increase was included in Total Price at Contract inception.",0.0,Executed CN6 to update pricing.,000,GR 20*0575,Complete,0.0,LS3,6.0,False,PROF,"Consulting, Financial",2020-01-14,0.0,50,No,N/A,SpitzleyL4,2020-01-14 08:57:05,", Project Stage",50.0,True,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
75,9910,9910,Green,180000000879 - KPMG - Update Pricing,CN,2020-01-08,riggs,2020-01-08,2020-03-19,2020-01-08,Update pricing.,0.0,Buyer Assigned - Duplicate of id 9874.,000,GR 20*0766,Canceled,3.0,LS3,6.0,False,PROF,"Consulting, Financial",2020-01-14,0.0,50,No,N/A,SpitzleyL4,2020-01-14 08:59:40,", Status",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
76,10035,10035,Green,180000000879 - KPMG - Financial Consulting & Advisory Services,CN,2020-02-18,EdgettC,2020-02-18,2020-04-27,2020-03-03,Add SOW/pricing for I-69 RFP review,0.0,CN7 executed.,591,GR 200000001172,Complete,0.0,LS3,4.0,False,PROF,"Consulting, Financial",2020-03-03,0.0,50,No,N/A,SpitzleyL4,2020-03-03 16:38:01,", Actual Finish Date, Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
77,10169,10169,Green,Defined Contribution Auditing & Consulting Services,RFP,2020-04-02,ostrowskim,2020-06-10,2020-12-31,,rebid of 071B7700123,0.0,DTMB Financial Services will be handling this project as delegated authority,171,,Canceled,5.0,CK1,0.0,False,PROF,"Consulting, Financial",,0.0,138,Yes,New Bid,EdgettC,2020-05-14 14:54:45,", Project Stage, Status",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
78,10225,10225,Green,180000000879 - KPMG - Financial Consulting,CN,2020-05-04,EdgettC,2020-05-04,2020-07-14,2020-05-06,"Extend the project that was added via Change Notice #3 to remain active through 8/31/2020, no additional funds needed, just time to complete project.",0.0,Complete.,591,GR 200000001764,Complete,0.0,CK1,4.0,False,PROF,"Consulting, Financial",2020-05-06,0.0,50,No,N/A,PowellC,2020-05-06 13:52:38,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
79,10320,10320,Green,COVID 19 Stimulus Management Project,RFP,2020-06-02,EdgettC,2020-05-27,2020-07-08,2020-07-06,"The Contractor will provide the State with supplemental capacity for a period not yet certain, but until such time most of the available funds have been successfully accessed.",599000.0,Complete,171,RQN 200000003348,Complete,0.0,CK1,50.0,False,PROF,"Consulting, Financial",2020-07-07,0.0,138,No,New Bid,PowellC,2020-07-07 12:08:18,", Project Stage, Dollar Amount",50.0,False,False,RFP 200000001848,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
80,10688,10688,Green,071B7700123 - Segal Advisors - Defined Contribution Auditing/Consulting,CN,2020-09-25,EdgettC,2020-09-25,2020-10-31,2020-10-12,"MA needs to be lowered by $10,876.25 due to payment made to Segal via GAX instead of to PO 19*3824. GAX payment can be found in GAX 20*77810.",-10876.25,complete,271,GR 200000002807,Complete,0.0,CK1,2.0,False,PROF,"Consulting, Financial",2020-10-16,0.0,50,No,N/A,PowellC,2020-10-21 07:24:24,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
81,10719,10719,Green,Identity Theft Analysis,RFP,2020-10-06,EdgettC,2020-06-09,2020-07-21,,,1424000.0,,186,,Complete,0.0,PP1,50.0,False,PROF,"Consulting, Financial",2020-07-21,0.0,138,No,New Bid,EdgettC,2020-10-06 15:29:23,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
82,10720,10720,Green,20*1040 - McKinsey - Identity Theft Analysis,CN,2020-10-06,EdgettC,2020-07-24,2020-09-17,,"Utilize option weeks and add funding, also add attacment for workstream.",1780000.0,,186,,Complete,0.0,PP1,7.0,False,PROF,"Consulting, Financial",2020-09-17,0.0,50,No,N/A,EdgettC,2020-10-06 15:32:35,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
83,10727,10727,Green,20*1040 - McKinsey - Identity Theft Analysis,CN,2020-10-06,EdgettC,2020-10-06,2020-12-18,2020-10-06,"Adding 12 weeks and $2,136,000",2136000.0,Approved at 10/20/2020 Ad Board. New expiration date 1/1/2021.,186,GR 210000000045,Complete,0.0,PP1,7.0,False,PROF,"Consulting, Financial",2020-10-27,0.0,50,No,N/A,platteP,2020-11-09 16:22:29,", Project Stage",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
84,10776,10776,Green,18*0879 - KPMG - Financial & Strategic Consulting,CN,2020-10-15,EdgettC,2020-10-15,2021-01-04,2020-10-21,New task order for the New Center Intermodal Facility Feasibility Analysis.,0.0,Complete,591,GR 210000000095,Complete,0.0,CK1,7.0,False,PROF,"Consulting, Financial",2020-10-27,0.0,50,No,N/A,PowellC,2020-10-27 14:32:16,", Project Stage, Dollar Amount",50.0,False,False,,Consulting,"Consulting, Financial",5,3,2,3,1,3,3,5,JY1,28,3,PROF,50
